Tahun,Tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Temperatur,Curah_Hujan
2023,2023-07-17,11000,11750,12650,12950,13450,13700,26.29166666666667,3.1
2023,2023-07-18,11000,11750,12650,12950,13450,13700,26.17083333333333,7.7
2023,2023-07-19,11350,12150,12600,13450,13350,14150,25.26666666666667,22.7
2023,2023-07-20,11000,11750,12650,12950,13450,13750,26.56666666666667,11.1
2023,2023-07-21,11000,11750,12650,12950,13450,13750,26.29166666666667,26.5
2023,2023-07-24,11050,11750,12700,13000,13450,13750,27.03333333333333,0.4
2023,2023-07-25,11050,11750,12700,13000,13450,13750,27.34583333333333,1.2
2023,2023-07-26,11050,11750,12700,13000,13450,13750,27.39583333333333,4.399999999999999
2023,2023-07-27,11050,11700,12650,12950,13400,13700,27.03333333333333,2.2
2023,2023-07-28,11050,11700,12650,12950,13400,13700,27.42083333333333,1.1
2023,2023-07-31,11050,11750,12650,12950,13400,13700,25.7,20.3
2023,2023-08-01,11050,11750,12650,12950,13400,13700,25.61666666666666,16.8
2023,2023-08-02,11050,11750,12650,12950,13400,13700,26.975,1.9
2023,2023-08-03,11050,11750,12650,12950,13400,13700,26.525,2.6
2023,2023-08-04,11050,11750,12650,12950,13400,13700,26.4125,3.3
2023,2023-08-07,11050,11750,12650,12950,13400,13700,25.52083333333333,23.0
2023,2023-08-08,11100,11750,12650,12950,13450,13750,25.79583333333333,6.7
2023,2023-08-09,11100,11750,12700,13000,13450,13800,25.80833333333333,23.6
2023,2023-08-10,11100,11750,12700,13000,13450,13800,25.3,2.6
2023,2023-08-11,11100,11750,12700,13000,13450,13800,25.75416666666667,23.3
2023,2023-08-14,11100,11750,12700,13000,13450,13800,25.40833333333333,19.2
2023,2023-08-15,11100,11750,12700,13000,13450,13800,25.60833333333333,32.5
2023,2023-08-16,11150,11800,12700,13050,13500,13800,25.125,28.0
2023,2023-08-17,11150,11650,12600,13100,13400,13900,24.43333333333333,33.6
2023,2023-08-18,11150,11800,12750,13050,13600,13850,25.7875,12.6
2023,2023-08-21,11200,11850,12800,13050,13600,13850,25.76666666666667,3.3
2023,2023-08-22,11200,11850,12800,13050,13600,13850,26.13333333333334,8.200000000000001
2023,2023-08-23,11200,11900,12800,13050,13600,13850,25.20416666666667,15.5
2023,2023-08-24,11200,11900,15800,13050,13600,13850,24.07916666666667,21.8
2023,2023-08-25,11200,11900,12700,13050,13600,13850,25.79166666666667,28.3
2023,2023-08-28,11300,11950,12850,13150,13650,13950,25.65833333333333,9.200000000000001
2023,2023-08-29,11300,11950,12850,13150,13650,13950,25.85,18.9
2023,2023-08-30,11450,12000,12900,13150,13650,13950,26.025,2.6
2023,2023-08-31,11450,12000,13000,13250,13700,14000,26.06666666666667,1.3
2023,2023-09-01,11450,12000,13000,13250,13750,14000,26.25416666666667,1.2
2023,2023-09-04,11500,12100,13000,13250,13750,14050,25.48333333333333,16.4
2023,2023-09-05,11500,12100,13000,13250,13750,14050,25.22083333333333,16.4
2023,2023-09-06,11500,12100,13000,13250,13750,14050,25.625,10.6
2023,2023-09-07,11500,12100,13000,13300,13800,14100,26.60416666666667,0.0
2023,2023-09-08,11500,12100,13050,13300,13800,14100,27.5125,0.1
2023,2023-09-11,11500,12100,13050,13300,13850,14200,26.57083333333334,11.3
2023,2023-09-12,11650,12300,13200,13450,14000,14400,26.11666666666666,20.0
2023,2023-09-13,11650,12300,13200,13450,14000,14400,26.65833333333333,2.1
2023,2023-09-14,11650,12300,13200,13450,14000,14400,26.68333333333333,6.1
2023,2023-09-15,11650,12300,13250,13500,14000,14400,26.20416666666667,27.7
2023,2023-09-18,11650,12300,13250,13500,14000,14400,26.54583333333333,4.6
2023,2023-09-19,11700,12300,13300,13550,14050,14450,26.04166666666667,22.4
2023,2023-09-20,11700,12300,13300,13550,14000,14450,24.83333333333333,28.5
2023,2023-09-21,11650,12250,13250,13550,13950,14400,25.41666666666667,10.1
2023,2023-09-22,11700,12350,13300,13550,14000,14400,24.91666666666667,9.1
2023,2023-09-25,11700,12350,13300,13550,14000,14400,25.4375,18.6
2023,2023-09-26,11700,12350,13300,13550,14000,14400,26.175,3.0
2023,2023-09-27,11700,12350,13300,13550,13950,14350,26.01666666666667,24.2
2023,2023-09-28,11750,12150,13300,13700,14000,14550,26.57083333333334,6.4
2023,2023-09-29,11700,12350,13300,13550,13950,14350,26.1875,21.8
2023,2023-10-02,11800,12450,13350,13600,14000,14400,25.60833333333333,29.2
2023,2023-10-03,11800,12450,13350,13550,14000,14400,25.67916666666666,16.7
2023,2023-10-04,11800,12450,13350,13550,14000,14400,25.90833333333333,5.4
2023,2023-10-05,11800,12450,13350,13550,14000,14400,25.25,31.2
2023,2023-10-06,11800,12450,13350,13550,14000,14400,25.9875,5.9
2023,2023-10-09,11750,12450,13350,13550,14000,14500,26.225,3.9
2023,2023-10-10,11750,12450,13350,13550,14000,14500,25.38333333333334,38.5
2023,2023-10-11,11750,12450,13350,13550,14000,14500,25.06666666666667,26.7
2023,2023-10-12,11750,12450,13350,13550,14000,14500,25.30833333333333,25.7
2023,2023-10-13,11750,12450,13350,13550,14000,14500,26.02083333333333,12.7
2023,2023-10-16,11750,12450,13350,13550,14000,14500,25.29583333333333,39.0
2023,2023-10-17,11750,12450,13350,13550,14000,14500,25.05,12.1
2023,2023-10-18,11750,12450,13400,13650,14050,14400,25.82083333333334,8.1
2023,2023-10-19,11750,12450,13400,13650,14050,14400,25.59583333333333,18.1
2023,2023-10-20,11750,12450,13400,13650,14050,14400,25.24583333333333,16.6
2023,2023-10-23,11750,12450,13400,13650,14050,14400,25.64166666666667,13.4
2023,2023-10-24,11750,12450,13400,13650,14050,14400,24.65833333333333,15.2
2023,2023-10-25,11750,12450,13400,13650,14050,14400,25.5375,17.3
2023,2023-10-26,11850,12550,13450,13650,14100,14400,25.36666666666666,27.6
2023,2023-10-27,11850,12550,13450,13650,14100,14400,25.11666666666666,16.8
2023,2023-10-30,11850,12550,13450,13650,14100,14400,25.59583333333333,9.0
2023,2023-10-31,11850,12550,13450,13650,14100,14400,25.3625,14.1
2023,2023-11-01,11850,12550,13450,13650,14100,14400,25.03333333333333,27.5
2023,2023-11-02,11850,12550,13450,13650,14100,14400,24.87916666666667,11.4
2023,2023-11-03,11850,12550,13450,13650,14100,14400,25.7875,10.4
2023,2023-11-06,11850,12550,13450,13650,14100,14400,25.91666666666667,7.0
2023,2023-11-07,11850,12550,13450,13650,14100,14400,25.17916666666666,20.1
2023,2023-11-08,11850,12550,13450,13650,14100,14400,25.14583333333333,20.4
2023,2023-11-09,11850,12550,13450,13650,14100,14400,24.7875,19.1
2023,2023-11-10,11850,12550,13450,13650,14100,14400,26.02916666666667,9.8
2023,2023-11-13,11850,12550,13450,13650,14100,14400,25.77083333333333,14.2
2023,2023-11-14,11850,12550,13450,13650,14100,14400,25.47083333333333,8.799999999999999
2023,2023-11-15,11850,12550,13450,13650,14100,14400,25.26666666666667,13.7
2023,2023-11-16,11850,12550,13450,13650,14100,14400,26.1125,7.5
2023,2023-11-17,11850,12550,13450,13650,14100,14400,25.825,8.2
2023,2023-11-20,11850,12550,13450,13650,14100,14400,25.4625,27.4
2023,2023-11-21,11850,12550,13450,13650,14100,14400,24.65833333333333,39.2
2023,2023-11-22,11850,12550,13450,13650,14100,14400,24.52083333333333,20.5
2023,2023-11-23,11850,12550,13450,13650,14100,14400,24.44166666666667,33.8
2023,2023-11-24,11850,12550,13450,13650,14100,14400,24.19166666666667,14.9
2023,2023-11-27,11850,12550,13450,13650,14100,14400,25.73333333333333,9.3
2023,2023-11-28,11850,12550,13450,13650,14100,14400,25.17916666666666,29.9
2023,2023-11-29,11850,12550,13450,13650,14100,14400,25.11666666666666,27.5
2023,2023-11-30,11850,12550,13450,13650,14100,14400,25.20833333333333,17.5
2023,2023-12-01,11850,12550,13500,13750,14150,14450,25.39166666666667,37.8
2023,2023-12-04,11850,12550,13500,13750,14150,14450,25.55833333333333,17.8
2023,2023-12-05,11850,12550,13550,13750,14150,14500,25.4,27.1
2023,2023-12-06,11850,12550,13550,13750,14150,14500,25.3125,15.6
2023,2023-12-07,11850,12550,13550,13750,14150,14500,24.64583333333333,15.8
2023,2023-12-08,11850,12550,13550,13750,14150,14500,25.4125,4.4
2023,2023-12-11,11850,12550,13550,13750,14150,14500,25.025,18.9
2023,2023-12-12,11850,12550,13550,13750,14150,14500,25.00833333333334,18.6
2023,2023-12-13,11850,12550,13550,13750,14150,14500,25.0375,40.8
2023,2023-12-14,11850,12550,13550,13750,14150,14500,25.375,6.7
2023,2023-12-15,11850,12550,13550,13750,14150,14500,24.79166666666667,18.3
2023,2023-12-18,11850,12550,13550,13750,14150,14500,25.07083333333334,13.5
2023,2023-12-19,11850,12550,13550,13750,14150,14500,25.96666666666667,2.5
2023,2023-12-20,11850,12550,13550,13750,14150,14500,25.525,11.5
2023,2023-12-21,11850,12550,13550,13750,14150,14500,25.83333333333333,5.0
2023,2023-12-22,11850,12550,13550,13750,14150,14500,25.12083333333333,34.7
2023,2023-12-27,11850,12550,13550,13750,14150,14500,25.07083333333334,22.4
2023,2023-12-28,11850,12550,13550,13750,14150,14500,25.27083333333333,9.9
2023,2023-12-29,11850,12550,13550,13750,14150,14500,24.74583333333333,28.7
2024,2024-01-01,11850,12550,13550,13750,14150,14500,25.5875,8.9
2024,2024-01-02,11850,12550,13550,13750,14150,14500,26.0,8.2
2024,2024-01-03,11850,12600,13550,13750,14150,14500,25.27083333333333,14.2
2024,2024-01-04,11900,12600,13700,13800,14250,14550,25.97916666666667,2.6
2024,2024-01-05,11900,12600,13700,13850,14300,14550,25.61666666666666,16.7
2024,2024-01-08,11950,12650,13700,13850,14300,14550,24.84583333333333,25.6
2024,2024-01-09,11950,12650,13700,13850,14300,14550,25.34166666666667,8.1
2024,2024-01-10,11950,12650,13700,13850,14300,14550,25.13333333333334,10.8
2024,2024-01-11,11950,12650,13700,13850,14300,14550,25.925,2.3
2024,2024-01-12,11950,12650,13700,13850,14300,14550,25.8375,1.9
2024,2024-01-15,11950,12650,13700,13850,14300,14550,26.3125,0.2
2024,2024-01-16,11950,12650,13700,13850,14300,14550,25.1875,33.7
2024,2024-01-17,11950,12650,13700,13850,14300,14550,25.225,29.0
2024,2024-01-18,11950,12650,13700,13850,14300,14550,25.2125,11.0
2024,2024-01-19,11950,12650,13700,13850,14300,14550,25.22916666666667,9.8
2024,2024-01-22,11950,12650,13700,13850,14300,14550,26.29583333333333,0.0
2024,2024-01-23,11950,12650,13700,13850,14300,14550,25.7,6.8
2024,2024-01-24,11950,12650,13800,13900,14400,14700,25.4625,23.2
2024,2024-01-25,11950,12650,13800,13900,14400,14700,25.36666666666666,30.2
2024,2024-01-26,11950,12650,13800,13900,14400,14700,25.14166666666667,56.7
2024,2024-01-29,11950,12650,13750,13900,14400,14700,25.17083333333333,6.1
2024,2024-01-30,12100,12750,13900,14000,14500,14850,25.9625,1.2
2024,2024-01-31,12100,12750,13900,14000,14500,14850,26.58333333333333,0.7
2024,2024-02-01,12100,12750,13900,14000,14500,14850,26.1375,4.4
2024,2024-02-02,12100,12750,13900,14000,14500,14850,25.925,2.9
2024,2024-02-05,12100,12750,13900,14000,14500,14850,27.35833333333333,0.2
2024,2024-02-06,12100,12750,13900,14000,14500,14850,27.17083333333333,0.5
2024,2024-02-07,12100,12750,13900,14000,14500,14850,26.99583333333333,0.7
2024,2024-02-08,12100,12750,13900,14000,14500,14850,26.9875,3.5
2024,2024-02-09,12100,12750,13900,14000,14500,14850,26.57083333333334,2.0
2024,2024-02-12,12000,12750,13900,13950,14500,14850,25.525,1.6
2024,2024-02-13,12000,12750,13900,13950,14500,14850,26.5375,0.9
2024,2024-02-14,12000,12750,13900,13950,14500,14850,26.69166666666667,2.5
2024,2024-02-15,12000,12750,13900,13950,14500,14850,25.44583333333334,11.5
2024,2024-02-16,12000,12800,13950,14050,14500,14900,26.125,1.3
2024,2024-02-19,12150,12900,14000,14100,14650,14950,25.62916666666667,19.0
2024,2024-02-20,12150,12900,14000,14100,14650,14950,25.93333333333333,28.1
2024,2024-02-21,12150,12900,14000,14100,14650,14950,26.26666666666667,6.5
2024,2024-02-22,12150,12900,14000,14100,14650,14950,26.9,1.3
2024,2024-02-23,12150,12900,13950,14100,14650,14950,26.66666666666667,3.6
2024,2024-02-26,12150,12900,13950,14100,14650,14950,25.925,4.2
2024,2024-02-27,12150,12900,13950,14100,14650,14950,25.46666666666667,10.4
2024,2024-02-28,12150,12900,13950,14100,14650,14950,26.69583333333334,1.6
2024,2024-02-29,12150,12900,13950,14100,14650,14950,25.89583333333333,7.4
2024,2024-03-01,12150,12900,13950,14100,14650,14950,27.39583333333333,1.0
2024,2024-03-04,12150,12900,13950,14100,14650,14950,26.54166666666667,5.899999999999999
2024,2024-03-05,12150,12900,13950,14100,14650,14950,26.1625,2.3
2024,2024-03-06,12150,12900,14000,14150,14700,15000,27.25416666666667,0.0
2024,2024-03-07,12150,12900,14000,14150,14700,15000,26.79166666666667,7.9
2024,2024-03-08,12150,12900,14000,14150,14700,15000,25.59166666666667,18.7
2024,2024-03-11,12150,12900,14000,14150,14700,15000,26.84583333333333,0.6000000000000001
2024,2024-03-12,12150,12900,14000,14150,14700,15000,27.15833333333333,0.0
2024,2024-03-13,12150,12900,14000,14150,14700,15000,27.38333333333334,0.0
2024,2024-03-14,12150,12900,14000,14150,14700,15000,27.61666666666666,0.0
2024,2024-03-15,12150,12900,14000,14150,14700,15000,27.71666666666667,0.3
2024,2024-03-18,12150,12900,14000,14100,14700,15000,27.02083333333333,3.3
2024,2024-03-19,12150,12900,14000,14100,14700,15000,26.85833333333333,1.5
2024,2024-03-20,12150,12900,14000,14100,14700,15000,25.90833333333333,24.2
2024,2024-03-21,12150,12900,14000,14100,14700,15000,26.14583333333333,9.7
2024,2024-03-22,12150,12900,14000,14100,14700,15000,26.20416666666667,13.0
2024,2024-03-25,12150,12900,14000,14100,14700,15000,27.05,6.100000000000001
2024,2024-03-26,12150,12900,14000,14100,14700,15000,26.3125,16.7
2024,2024-03-27,12150,12900,14000,14100,14700,15000,26.25416666666667,8.9
2024,2024-03-28,12200,12900,14000,14100,14650,14950,26.7125,3.4
2024,2024-03-29,12200,12900,14000,14100,14650,14950,25.95416666666667,10.7
2024,2024-04-01,12200,12900,14000,14100,14650,14950,25.85,13.5
2024,2024-04-02,12200,12900,14000,14100,14650,14950,26.89583333333333,3.0
2024,2024-04-03,12200,12900,14000,14100,14650,14950,26.83333333333333,7.5
2024,2024-04-04,12200,12900,14000,14100,14650,14950,26.54583333333333,9.3
2024,2024-04-05,12200,12900,14000,14100,14650,14950,28.15833333333333,0.9999999999999999
2024,2024-04-08,12350,12800,13950,14250,14700,15150,27.22916666666667,2.9
2024,2024-04-09,12350,12800,13950,14250,14700,15150,26.6125,24.6
2024,2024-04-10,12350,12800,13950,14250,14700,15150,27.17083333333333,2.4
2024,2024-04-11,12350,12800,13950,14250,14700,15150,27.1625,16.6
2024,2024-04-12,12350,12800,13950,14250,14700,15150,27.11666666666666,2.4
2024,2024-04-15,12350,12800,13950,14250,14700,15150,27.18333333333333,2.6
2024,2024-04-16,12200,12900,14000,14100,14650,14950,26.30833333333333,20.4
2024,2024-04-17,12200,12900,14000,14100,14650,14950,26.30833333333333,15.4
2024,2024-04-18,12200,12900,14000,14100,14650,14950,26.425,10.5
2024,2024-04-19,12200,12900,14000,14100,14650,14950,25.94166666666667,14.4
2024,2024-04-22,12200,12900,14000,14150,14650,15000,27.24166666666666,12.0
2024,2024-04-23,12200,12900,14000,14150,14650,15000,26.65,9.4
2024,2024-04-24,12200,12900,14000,14150,14650,15000,26.68333333333333,9.7
2024,2024-04-25,12200,12900,14000,14150,14650,15000,26.62083333333333,15.3
2024,2024-04-26,12200,12900,14000,14150,14650,15000,27.2625,6.1
2024,2024-04-29,12150,12850,14000,14100,14550,14900,26.6375,16.4
2024,2024-04-30,12350,12900,14000,14050,14700,15000,26.69166666666667,6.800000000000001
2024,2024-05-01,12550,12800,13950,14200,14750,15200,26.57083333333334,16.8
2024,2024-05-02,12350,12900,14000,14050,14700,15000,26.80416666666666,3.2
2024,2024-05-03,12350,12900,14000,14050,14700,15000,27.05416666666666,7.1
2024,2024-05-06,12350,12900,14000,14050,14700,15000,27.79583333333333,9.799999999999999
2024,2024-05-07,12400,12900,14000,14050,14700,15000,26.2625,26.3
2024,2024-05-08,12400,12900,14000,14050,14700,15000,27.6,0.6
2024,2024-05-09,12550,12800,13950,14200,14750,15200,26.81666666666667,6.3
2024,2024-05-10,12550,12800,13950,14200,14750,15200,26.38333333333334,24.4
2024,2024-05-13,12400,12900,14050,14100,14700,15000,27.26666666666667,4.7
2024,2024-05-14,12400,12900,14050,14100,14700,15000,27.475,14.3
2024,2024-05-15,12450,12900,14050,14100,14700,15000,27.23333333333333,15.8
2024,2024-05-16,12450,12900,14050,14100,14700,15000,26.41666666666667,11.7
2024,2024-05-17,12450,12900,14050,14100,14700,15000,26.52916666666667,15.7
2024,2024-05-20,12450,12900,14050,14100,14700,15000,26.3625,33.5
2024,2024-05-21,12450,12900,14050,14100,14700,15000,25.95833333333333,13.2
2024,2024-05-22,12450,12900,14050,14100,14700,15000,27.19583333333334,6.2
2024,2024-05-23,12550,12850,13950,14200,14750,15200,27.42083333333333,16.7
2024,2024-05-24,12550,12850,13950,14200,14750,15200,27.9,2.5
2024,2024-05-27,12450,12900,14050,14100,14700,15000,28.475,0.0
2024,2024-05-28,12450,12900,14050,14100,14700,15000,26.81666666666667,35.90000000000001
2024,2024-05-29,12450,12900,14050,14100,14700,15000,27.54583333333333,19.7
2024,2024-05-30,12450,12900,14050,14100,14700,15000,27.18333333333333,22.6
2024,2024-05-31,12450,12900,14050,14100,14700,15000,27.47916666666667,2.2
2024,2024-06-03,12450,12900,14050,14100,14700,15000,26.95833333333333,3.6
2024,2024-06-04,12450,12900,14050,14100,14700,15000,28.625,0.6000000000000001
2024,2024-06-05,12450,12900,14050,14100,14700,15000,28.07083333333334,4.800000000000001
2024,2024-06-06,12450,12900,14050,14100,14700,15000,26.67916666666666,6.0
2024,2024-06-07,12450,12900,14050,14100,14700,15000,26.6,16.9
2024,2024-06-10,12450,12900,14050,14100,14700,15000,26.81666666666667,2.1
2024,2024-06-11,12450,12900,14050,14100,14700,15000,26.70416666666667,33.59999999999999
2024,2024-06-12,12450,12900,14050,14100,14700,15000,26.08333333333333,25.4
2024,2024-06-13,12450,12900,14050,14100,14700,15000,26.82083333333334,3.2
2024,2024-06-14,12450,12900,14050,14100,14700,15050,26.9125,4.5
2024,2024-06-17,12550,12850,13950,14250,14800,15250,26.14583333333333,0.3
2024,2024-06-18,12550,12850,13950,14250,14800,15250,26.0375,4.3
2024,2024-06-19,12450,12900,14050,14100,14700,15050,26.51666666666667,15.0
2024,2024-06-20,12450,12900,14050,14100,14700,15050,26.07916666666667,15.9
2024,2024-06-21,12450,12900,14050,14100,14700,15050,25.6,16.8
2024,2024-06-24,12450,12900,14050,14100,14700,15050,26.97916666666667,16.4
2024,2024-06-25,12450,12900,14050,14100,14700,15050,26.21666666666667,9.5
2024,2024-06-26,12450,12900,14050,14100,14700,15050,26.37083333333333,6.600000000000001
2024,2024-06-27,12350,12900,14000,14100,14700,15000,26.32916666666667,10.0
2024,2024-06-28,12350,12900,14000,14100,14700,15000,26.11666666666666,16.5
2024,2024-07-01,12350,12900,14000,14100,14700,15000,26.10833333333333,2.5
2024,2024-07-02,12350,12900,14000,14100,14700,15000,26.9875,4.2
2024,2024-07-03,12350,12900,14000,14100,14700,15000,27.1,4.6
2024,2024-07-04,12350,12900,14000,14100,14700,15000,25.875,3.9
2024,2024-07-05,12350,12900,14000,14100,14700,15000,25.61666666666666,14.2
2024,2024-07-08,12350,12900,14000,14100,14700,15000,25.83333333333333,8.0
2024,2024-07-09,12350,12900,14000,14100,14700,15000,25.575,24.2
2024,2024-07-10,12350,12900,14000,14100,14700,15000,25.15416666666667,5.5
2024,2024-07-11,12350,12900,14000,14100,14700,15000,26.5125,0.8
2024,2024-07-12,12350,12900,14000,14100,14700,15000,26.25833333333334,0.0
2024,2024-07-15,12350,12900,14000,14100,14700,15000,27.73333333333333,1.6
2024,2024-07-16,12350,12900,14000,14100,14700,15000,27.41666666666667,3.4
2024,2024-07-17,12350,12900,14000,14100,14700,15000,27.06666666666667,1.4
2024,2024-07-18,12350,12900,14000,14100,14700,15000,28.1625,0.0
2024,2024-07-19,12350,12900,14000,14100,14700,15000,27.7375,0.0
2024,2024-07-22,12400,12950,14050,14150,14700,15000,28.5875,0.7
2024,2024-07-23,12400,12950,14050,14150,14700,15000,28.66666666666667,0.3
2024,2024-07-24,12400,12950,14050,14150,14700,15000,28.7125,0.1
2024,2024-07-25,12400,12950,14050,14150,14700,15000,29.17083333333333,0.1
2024,2024-07-26,12400,12950,14050,14150,14750,15000,29.075,0.5
2024,2024-07-29,12400,12950,14000,14150,14550,14950,26.70833333333333,1.1
2024,2024-07-30,12400,12950,14000,14150,14550,14950,27.52083333333333,2.7
2024,2024-07-31,12400,12950,14000,14150,14550,14950,27.07916666666667,6.5
2024,2024-08-01,12400,12950,14000,14150,14550,14950,27.14166666666667,17.9
2024,2024-08-02,12400,12950,14000,14150,14550,14950,26.975,12.9
2024,2024-08-05,12400,12950,14000,14150,14550,14950,26.00416666666667,18.2
2024,2024-08-06,12400,12950,14000,14150,14550,14950,24.9125,12.3
2024,2024-08-07,12400,12950,14000,14150,14550,14950,25.525,20.1
2024,2024-08-08,12400,12950,14000,14150,14550,14950,26.92916666666666,0.4
2024,2024-08-09,12400,12950,14000,14150,14550,14950,26.9375,1.1
2024,2024-08-12,12400,12950,14000,14150,14550,14950,25.6875,2.1
2024,2024-08-13,12400,12950,14000,14150,14550,14950,26.125,13.1
2024,2024-08-14,12400,12950,14000,14150,14550,14950,25.7,30.1
2024,2024-08-15,12400,12950,14000,14150,14550,14950,25.8875,26.6
2024,2024-08-16,12400,12950,14000,14150,14550,14950,26.42916666666666,5.7
2024,2024-08-19,12400,12950,14000,14150,14550,14950,24.98333333333333,29.7
2024,2024-08-20,12400,12950,14000,14150,14550,14950,24.30833333333333,16.7
2024,2024-08-21,12400,12950,14000,14150,14550,14950,25.90416666666667,9.5
2024,2024-08-22,12400,12950,14000,14150,14550,14950,26.575,18.8
2024,2024-08-23,12400,12950,14000,14150,14550,14950,24.6625,9.9
2024,2024-08-26,12400,12950,14000,14150,14550,14950,25.825,0.2
2024,2024-08-27,12400,12950,14000,14150,14550,14950,24.94166666666667,36.3
2024,2024-08-28,12400,12950,14050,14150,14600,15000,25.43333333333333,0.6000000000000001
2024,2024-08-29,12400,12950,14050,14150,14600,15000,26.10833333333333,4.1
2024,2024-08-30,12600,13000,14200,14300,14800,15100,25.8875,20.5
2024,2024-09-02,12400,12950,14050,14150,14600,15000,26.75,11.0
2024,2024-09-03,12400,12950,14050,14150,14600,15000,26.54583333333333,1.8
2024,2024-09-04,12400,12950,14050,14150,14550,15000,26.38333333333334,41.1
2024,2024-09-05,12400,12950,14050,14150,14550,15000,26.37916666666667,16.4
2024,2024-09-06,12350,12950,14050,14150,14550,15000,26.475,43.8
2024,2024-09-09,12350,12950,14050,14150,14550,15000,25.69583333333334,13.2
2024,2024-09-10,12400,12950,14050,14150,14550,15000,25.6375,10.6
2024,2024-09-11,12550,13000,14200,14300,14800,15100,25.98333333333333,8.6
2024,2024-09-12,12400,12950,14050,14150,14550,14950,25.77083333333333,17.6
2024,2024-09-13,12400,12950,14050,14150,14550,15000,25.48333333333333,21.1
2024,2024-09-16,12850,13650,14050,14250,14350,15050,25.95416666666667,11.3
2024,2024-09-17,12400,12950,14050,14150,14550,15000,25.27916666666667,2.6
2024,2024-09-18,12400,12950,14050,14150,14550,15000,26.5875,15.1
2024,2024-09-19,12400,12950,14050,14150,14550,15000,27.00833333333334,1.2
2024,2024-09-20,12400,12950,14050,14150,14550,15000,25.5875,18.7
2024,2024-09-23,12450,12950,14100,14200,14600,15000,26.275,20.7
2024,2024-09-24,12450,12950,14100,14200,14600,15000,24.875,26.3
2024,2024-09-25,12450,12950,14100,14200,14550,14950,26.61666666666666,1.0
2024,2024-09-26,12450,12950,14100,14200,14550,15000,26.3,11.5
2024,2024-09-27,12450,12950,14100,14200,14550,15000,26.70416666666667,3.7
2024,2024-09-30,12450,12950,14100,14200,14550,14900,25.12083333333333,25.8
2024,2024-10-01,12450,12950,14100,14200,14550,14900,25.45833333333333,1.9
2024,2024-10-02,12450,12950,14100,14200,14550,14900,26.15,6.2
2024,2024-10-03,12450,12950,14100,14200,14550,14900,25.16666666666667,24.0
2024,2024-10-04,12450,12950,14100,14200,14550,14900,25.7125,35.8
2024,2024-10-07,12450,12950,14050,14200,14550,14900,25.26666666666667,14.9
2024,2024-10-08,12450,12950,14050,14200,14550,14900,24.9625,18.5
2024,2024-10-09,12450,12900,14050,14200,14550,14900,24.77916666666667,34.4
2024,2024-10-10,12400,12850,14050,14150,14500,14900,25.2,38.1
2024,2024-10-11,12400,12850,14050,14150,14500,14900,24.50833333333334,39.6
2024,2024-10-14,12400,12850,14050,14150,14500,14900,25.97916666666667,16.5
2024,2024-10-15,12400,12850,13950,14150,14500,14900,24.0625,27.3
2024,2024-10-16,12400,12850,13950,14150,14500,14900,25.6625,8.3
2024,2024-10-17,12400,12850,13950,14150,14500,14900,25.625,11.2
2024,2024-10-18,12350,12850,13900,14150,14500,14850,25.39166666666667,1.3
2024,2024-10-21,12350,12850,13900,14150,14500,14850,27.225,0.0
2024,2024-10-22,12350,12850,13900,14150,14500,14850,27.02083333333333,1.4
2024,2024-10-23,12350,12850,13900,14150,14500,14850,26.81666666666667,3.7
2024,2024-10-24,12350,12850,13900,14150,14500,14850,26.15,5.6
2024,2024-10-25,12350,12850,13900,14150,14500,14850,25.90833333333333,1.3
2024,2024-10-28,12350,12850,13900,14150,14500,14850,26.92083333333333,14.1
2024,2024-10-29,12350,12850,13900,14150,14500,14850,25.89583333333333,6.7
2024,2024-10-30,12350,12850,13900,14150,14500,14850,26.4375,0.8
2024,2024-10-31,12350,12850,13900,14150,14500,14850,25.3625,24.6
2024,2024-11-01,12350,12850,13900,14150,14500,14850,25.25,8.0
2024,2024-11-04,12350,12850,13900,14150,14500,14850,24.98333333333333,20.1
2024,2024-11-05,12350,12850,13900,14150,14500,14850,25.1875,1.9
2024,2024-11-06,12350,12850,13900,14150,14500,14850,25.45416666666667,12.0
2024,2024-11-07,12500,12850,13900,14250,14700,14950,25.45,8.299999999999999
2024,2024-11-08,12350,12850,13900,14150,14500,14850,25.025,3.9
2024,2024-11-11,12350,12850,13900,14150,14500,14850,25.34583333333333,29.3
2024,2024-11-12,12400,12850,13950,14150,14450,14900,25.4375,10.3
2024,2024-11-13,12350,12850,13900,14150,14500,14850,25.74166666666666,10.7
2024,2024-11-14,12400,12850,13900,14100,14500,14850,25.20833333333333,15.6
2024,2024-11-15,12400,12850,13900,14100,14500,14850,25.89166666666667,12.2
2024,2024-11-18,12400,12750,13750,13950,14300,14750,25.9375,4.600000000000001
2024,2024-11-19,12400,12750,13750,13950,14300,14750,25.325,17.1
2024,2024-11-20,12400,12750,13250,13950,14300,14750,25.29583333333333,14.2
2024,2024-11-21,12400,12750,13750,13950,14300,14750,24.50416666666667,22.2
2024,2024-11-22,12400,12750,13750,13950,14300,14700,24.89583333333333,15.7
2024,2024-11-25,12250,12750,13750,13850,14100,14600,26.24583333333333,11.9
2024,2024-11-26,12400,12750,13750,13950,14300,14750,24.97916666666667,26.0
2024,2024-11-27,13000,13450,13550,14150,14150,15000,25.00833333333334,15.4
