Tahun,Tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Temperatur,Curah_Hujan
2024,2024-11-28,12400,12750,13750,13950,14300,14750,24.51666666666667,29.3
2024,2024-11-29,12250,12750,13750,13850,14100,14600,24.69583333333334,23.2
2024,2024-12-02,12400,12750,13750,13950,14300,14700,25.125,18.4
2024,2024-12-03,12400,12750,13750,13950,14300,14750,25.11666666666666,27.3
2024,2024-12-04,12400,12750,13750,13950,14300,14750,24.97916666666667,14.3
2024,2024-12-05,12400,12750,13750,13950,14300,14750,25.89166666666667,1.0
2024,2024-12-06,12400,12750,13750,13950,14300,14750,25.92916666666666,4.7
2024,2024-12-09,12400,12750,13850,14050,14350,14750,24.93333333333333,12.9
2024,2024-12-10,12400,12750,13850,14050,14350,14750,24.775,25.7
2024,2024-12-11,12400,12750,13850,14050,14350,14750,25.7375,19.7
2024,2024-12-12,12400,12750,13850,14050,14350,14750,26.27083333333333,2.3
2024,2024-12-13,12400,12750,13850,14050,14350,14750,25.25,29.5
2024,2024-12-16,12400,12750,13850,14050,14350,14750,25.775,11.3
2024,2024-12-17,12350,12750,13850,14050,14350,14750,25.45833333333333,17.8
2024,2024-12-18,12350,12750,13850,14050,14350,14750,25.2875,15.8
2024,2024-12-19,12350,12750,13850,14050,14350,14800,24.72083333333333,10.1
2024,2024-12-20,12350,12750,13850,14050,14350,14800,25.325,17.1
2024,2024-12-23,12350,12750,13850,14050,14350,14800,25.05833333333333,24.3
2024,2024-12-24,12350,12750,13850,14050,14350,14800,24.625,31.8
2024,2024-12-25,12800,13400,13700,14050,14000,13850,24.67083333333333,15.8
2024,2024-12-26,12800,13400,13700,14050,14000,14700,26.02083333333333,0.0
2024,2024-12-27,12350,12750,13850,14050,14400,14800,26.15416666666667,0.2
2024,2024-12-30,12350,12750,13850,14050,14400,14750,24.975,12.7
2024,2024-12-31,12350,12750,13850,14050,14400,14800,24.91666666666667,22.6
