Tahun,Tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II
2023,11/30/2023,11850,12550,13450,13650,14100,14400
2023,12/1/2023,11850,12550,13500,13750,14150,14450
2023,12/4/2023,11850,12550,13500,13750,14150,14450
2023,12/5/2023,11850,12550,13550,13750,14150,14500
2023,12/6/2023,11850,12550,13550,13750,14150,14500
2023,12/7/2023,11850,12550,13550,13750,14150,14500
2023,12/8/2023,11850,12550,13550,13750,14150,14500
2023,12/11/2023,11850,12550,13550,13750,14150,14500
2023,12/12/2023,11850,12550,13550,13750,14150,14500
2023,12/13/2023,11850,12550,13550,13750,14150,14500
2023,12/14/2023,11850,12550,13550,13750,14150,14500
2023,12/15/2023,11850,12550,13550,13750,14150,14500
2023,12/18/2023,11850,12550,13550,13750,14150,14500
2023,12/19/2023,11850,12550,13550,13750,14150,14500
2023,12/20/2023,11850,12550,13550,13750,14150,14500
2023,12/21/2023,11850,12550,13550,13750,14150,14500
2023,12/22/2023,11850,12550,13550,13750,14150,14500
2023,12/27/2023,11850,12550,13550,13750,14150,14500
2023,12/28/2023,11850,12550,13550,13750,14150,14500
2023,12/29/2023,11850,12550,13550,13750,14150,14500
2024,1/1/2024,11850,12550,13550,13750,14150,14500
2024,1/2/2024,11850,12550,13550,13750,14150,14500
2024,1/3/2024,11850,12600,13550,13750,14150,14500
2024,1/4/2024,11900,12600,13700,13800,14250,14550
2024,1/5/2024,11900,12600,13700,13850,14300,14550
2024,1/8/2024,11950,12650,13700,13850,14300,14550
2024,1/9/2024,11950,12650,13700,13850,14300,14550
2024,1/10/2024,11950,12650,13700,13850,14300,14550
2024,1/11/2024,11950,12650,13700,13850,14300,14550
2024,1/12/2024,11950,12650,13700,13850,14300,14550
2024,1/15/2024,11950,12650,13700,13850,14300,14550
2024,1/16/2024,11950,12650,13700,13850,14300,14550
2024,1/17/2024,11950,12650,13700,13850,14300,14550
2024,1/18/2024,11950,12650,13700,13850,14300,14550
2024,1/19/2024,11950,12650,13700,13850,14300,14550
2024,1/22/2024,11950,12650,13700,13850,14300,14550
2024,1/23/2024,11950,12650,13700,13850,14300,14550
2024,1/24/2024,11950,12650,13800,13900,14400,14700
2024,1/25/2024,11950,12650,13800,13900,14400,14700
2024,1/26/2024,11950,12650,13800,13900,14400,14700
2024,1/29/2024,11950,12650,13750,13900,14400,14700
2024,1/30/2024,12100,12750,13900,14000,14500,14850
2024,1/31/2024,12100,12750,13900,14000,14500,14850
2024,2/1/2024,12100,12750,13900,14000,14500,14850
2024,2/2/2024,12100,12750,13900,14000,14500,14850
2024,2/5/2024,12100,12750,13900,14000,14500,14850
2024,2/6/2024,12100,12750,13900,14000,14500,14850
2024,2/7/2024,12100,12750,13900,14000,14500,14850
2024,2/8/2024,12100,12750,13900,14000,14500,14850
2024,2/9/2024,12100,12750,13900,14000,14500,14850
2024,2/12/2024,12000,12750,13900,13950,14500,14850
2024,2/13/2024,12000,12750,13900,13950,14500,14850
2024,2/14/2024,12000,12750,13900,13950,14500,14850
2024,2/15/2024,12000,12750,13900,13950,14500,14850
2024,2/16/2024,12000,12800,13950,14050,14500,14900
2024,2/19/2024,12150,12900,14000,14100,14650,14950
2024,2/20/2024,12150,12900,14000,14100,14650,14950
2024,2/21/2024,12150,12900,14000,14100,14650,14950
2024,2/22/2024,12150,12900,14000,14100,14650,14950
2024,2/23/2024,12150,12900,13950,14100,14650,14950
2024,2/26/2024,12150,12900,13950,14100,14650,14950
2024,2/27/2024,12150,12900,13950,14100,14650,14950
2024,2/28/2024,12150,12900,13950,14100,14650,14950
2024,2/29/2024,12150,12900,13950,14100,14650,14950
2024,3/1/2024,12150,12900,13950,14100,14650,14950
2024,3/4/2024,12150,12900,13950,14100,14650,14950
2024,3/5/2024,12150,12900,13950,14100,14650,14950
2024,3/6/2024,12150,12900,14000,14150,14700,15000
2024,3/7/2024,12150,12900,14000,14150,14700,15000
2024,3/8/2024,12150,12900,14000,14150,14700,15000
2024,3/11/2024,12150,12900,14000,14150,14700,15000
2024,3/12/2024,12150,12900,14000,14150,14700,15000
2024,3/13/2024,12150,12900,14000,14150,14700,15000
2024,3/14/2024,12150,12900,14000,14150,14700,15000
2024,3/15/2024,12150,12900,14000,14150,14700,15000
2024,3/18/2024,12150,12900,14000,14100,14700,15000
2024,3/19/2024,12150,12900,14000,14100,14700,15000
2024,3/20/2024,12150,12900,14000,14100,14700,15000
2024,3/21/2024,12150,12900,14000,14100,14700,15000
2024,3/22/2024,12150,12900,14000,14100,14700,15000
2024,3/25/2024,12150,12900,14000,14100,14700,15000
2024,3/26/2024,12150,12900,14000,14100,14700,15000
2024,3/27/2024,12150,12900,14000,14100,14700,15000
2024,3/28/2024,12200,12900,14000,14100,14650,14950
2024,3/29/2024,12200,12900,14000,14100,14650,14950
2024,4/1/2024,12200,12900,14000,14100,14650,14950
2024,4/2/2024,12200,12900,14000,14100,14650,14950
2024,4/3/2024,12200,12900,14000,14100,14650,14950
2024,4/4/2024,12200,12900,14000,14100,14650,14950
2024,4/5/2024,12200,12900,14000,14100,14650,14950
2024,4/8/2024,12350,12800,13950,14250,14700,15150
2024,4/9/2024,12350,12800,13950,14250,14700,15150
2024,4/10/2024,12350,12800,13950,14250,14700,15150
2024,4/11/2024,12350,12800,13950,14250,14700,15150
2024,4/12/2024,12350,12800,13950,14250,14700,15150
2024,4/15/2024,12350,12800,13950,14250,14700,15150
2024,4/16/2024,12200,12900,14000,14100,14650,14950
2024,4/17/2024,12200,12900,14000,14100,14650,14950
2024,4/18/2024,12200,12900,14000,14100,14650,14950
2024,4/19/2024,12200,12900,14000,14100,14650,14950
2024,4/22/2024,12200,12900,14000,14150,14650,15000
2024,4/23/2024,12200,12900,14000,14150,14650,15000
2024,4/24/2024,12200,12900,14000,14150,14650,15000
2024,4/25/2024,12200,12900,14000,14150,14650,15000
2024,4/26/2024,12200,12900,14000,14150,14650,15000
2024,4/29/2024,12150,12850,14000,14100,14550,14900
2024,4/30/2024,12350,12900,14000,14050,14700,15000
2024,5/1/2024,12550,12800,13950,14200,14750,15200
2024,5/2/2024,12350,12900,14000,14050,14700,15000
2024,5/3/2024,12350,12900,14000,14050,14700,15000
2024,5/6/2024,12350,12900,14000,14050,14700,15000
2024,5/7/2024,12400,12900,14000,14050,14700,15000
2024,5/8/2024,12400,12900,14000,14050,14700,15000
2024,5/9/2024,12550,12800,13950,14200,14750,15200
2024,5/10/2024,12550,12800,13950,14200,14750,15200
2024,5/13/2024,12400,12900,14050,14100,14700,15000
2024,5/14/2024,12400,12900,14050,14100,14700,15000
2024,5/15/2024,12450,12900,14050,14100,14700,15000
2024,5/16/2024,12450,12900,14050,14100,14700,15000
2024,5/17/2024,12450,12900,14050,14100,14700,15000
2024,5/20/2024,12450,12900,14050,14100,14700,15000
2024,5/21/2024,12450,12900,14050,14100,14700,15000
2024,5/22/2024,12450,12900,14050,14100,14700,15000
2024,5/23/2024,12550,12850,13950,14200,14750,15200
2024,5/24/2024,12550,12850,13950,14200,14750,15200
2024,5/27/2024,12450,12900,14050,14100,14700,15000
2024,5/28/2024,12450,12900,14050,14100,14700,15000
2024,5/29/2024,12450,12900,14050,14100,14700,15000
2024,5/30/2024,12450,12900,14050,14100,14700,15000
2024,5/31/2024,12450,12900,14050,14100,14700,15000
2024,6/3/2024,12450,12900,14050,14100,14700,15000
2024,6/4/2024,12450,12900,14050,14100,14700,15000
2024,6/5/2024,12450,12900,14050,14100,14700,15000
2024,6/6/2024,12450,12900,14050,14100,14700,15000
2024,6/7/2024,12450,12900,14050,14100,14700,15000
2024,6/10/2024,12450,12900,14050,14100,14700,15000
2024,6/11/2024,12450,12900,14050,14100,14700,15000
2024,6/12/2024,12450,12900,14050,14100,14700,15000
2024,6/13/2024,12450,12900,14050,14100,14700,15000
2024,6/14/2024,12450,12900,14050,14100,14700,15050
2024,6/17/2024,12550,12850,13950,14250,14800,15250
2024,6/18/2024,12550,12850,13950,14250,14800,15250
2024,6/19/2024,12450,12900,14050,14100,14700,15050
2024,6/20/2024,12450,12900,14050,14100,14700,15050
2024,6/21/2024,12450,12900,14050,14100,14700,15050
2024,6/24/2024,12450,12900,14050,14100,14700,15050
2024,6/25/2024,12450,12900,14050,14100,14700,15050
2024,6/26/2024,12450,12900,14050,14100,14700,15050
2024,6/27/2024,12350,12900,14000,14100,14700,15000
2024,6/28/2024,12350,12900,14000,14100,14700,15000
2024,7/1/2024,12350,12900,14000,14100,14700,15000
2024,7/2/2024,12350,12900,14000,14100,14700,15000
2024,7/3/2024,12350,12900,14000,14100,14700,15000
2024,7/4/2024,12350,12900,14000,14100,14700,15000
2024,7/5/2024,12350,12900,14000,14100,14700,15000
2024,7/8/2024,12350,12900,14000,14100,14700,15000
2024,7/9/2024,12350,12900,14000,14100,14700,15000
2024,7/10/2024,12350,12900,14000,14100,14700,15000
2024,7/11/2024,12350,12900,14000,14100,14700,15000
2024,7/12/2024,12350,12900,14000,14100,14700,15000
2024,7/15/2024,12350,12900,14000,14100,14700,15000
2024,7/16/2024,12350,12900,14000,14100,14700,15000
2024,7/17/2024,12350,12900,14000,14100,14700,15000
2024,7/18/2024,12350,12900,14000,14100,14700,15000
2024,7/19/2024,12350,12900,14000,14100,14700,15000
2024,7/22/2024,12400,12950,14050,14150,14700,15000
2024,7/23/2024,12400,12950,14050,14150,14700,15000
2024,7/24/2024,12400,12950,14050,14150,14700,15000
2024,7/25/2024,12400,12950,14050,14150,14700,15000
2024,7/26/2024,12400,12950,14050,14150,14750,15000
2024,7/29/2024,12400,12950,14000,14150,14550,14950
2024,7/30/2024,12400,12950,14000,14150,14550,14950
2024,7/31/2024,12400,12950,14000,14150,14550,14950
2024,8/1/2024,12400,12950,14000,14150,14550,14950
2024,8/2/2024,12400,12950,14000,14150,14550,14950
2024,8/5/2024,12400,12950,14000,14150,14550,14950
2024,8/6/2024,12400,12950,14000,14150,14550,14950
2024,8/7/2024,12400,12950,14000,14150,14550,14950
2024,8/8/2024,12400,12950,14000,14150,14550,14950
2024,8/9/2024,12400,12950,14000,14150,14550,14950
2024,8/12/2024,12400,12950,14000,14150,14550,14950
2024,8/13/2024,12400,12950,14000,14150,14550,14950
2024,8/14/2024,12400,12950,14000,14150,14550,14950
2024,8/15/2024,12400,12950,14000,14150,14550,14950
2024,8/16/2024,12400,12950,14000,14150,14550,14950
2024,8/19/2024,12400,12950,14000,14150,14550,14950
2024,8/20/2024,12400,12950,14000,14150,14550,14950
2024,8/21/2024,12400,12950,14000,14150,14550,14950
2024,8/22/2024,12400,12950,14000,14150,14550,14950
2024,8/23/2024,12400,12950,14000,14150,14550,14950
2024,8/26/2024,12400,12950,14000,14150,14550,14950
2024,8/27/2024,12400,12950,14000,14150,14550,14950
2024,8/28/2024,12400,12950,14050,14150,14600,15000
2024,8/29/2024,12400,12950,14050,14150,14600,15000
2024,8/30/2024,12600,13000,14200,14300,14800,15100
2024,9/2/2024,12400,12950,14050,14150,14600,15000
2024,9/3/2024,12400,12950,14050,14150,14600,15000
2024,9/4/2024,12400,12950,14050,14150,14550,15000
2024,9/5/2024,12400,12950,14050,14150,14550,15000
2024,9/6/2024,12350,12950,14050,14150,14550,15000
2024,9/9/2024,12350,12950,14050,14150,14550,15000
2024,9/10/2024,12400,12950,14050,14150,14550,15000
2024,9/11/2024,12550,13000,14200,14300,14800,15100
2024,9/12/2024,12400,12950,14050,14150,14550,14950
2024,9/13/2024,12400,12950,14050,14150,14550,15000
2024,9/16/2024,12850,13650,14050,14250,14350,15050
2024,9/17/2024,12400,12950,14050,14150,14550,15000
2024,9/18/2024,12400,12950,14050,14150,14550,15000
2024,9/19/2024,12400,12950,14050,14150,14550,15000
2024,9/20/2024,12400,12950,14050,14150,14550,15000
2024,9/23/2024,12450,12950,14100,14200,14600,15000
2024,9/24/2024,12450,12950,14100,14200,14600,15000
2024,9/25/2024,12450,12950,14100,14200,14550,14950
2024,9/26/2024,12450,12950,14100,14200,14550,15000
2024,9/27/2024,12450,12950,14100,14200,14550,15000
2024,9/30/2024,12450,12950,14100,14200,14550,14900
2024,10/1/2024,12450,12950,14100,14200,14550,14900
2024,10/2/2024,12450,12950,14100,14200,14550,14900
2024,10/3/2024,12450,12950,14100,14200,14550,14900
2024,10/4/2024,12450,12950,14100,14200,14550,14900
2024,10/7/2024,12450,12950,14050,14200,14550,14900
2024,10/8/2024,12450,12950,14050,14200,14550,14900
2024,10/9/2024,12450,12900,14050,14200,14550,14900
2024,10/10/2024,12400,12850,14050,14150,14500,14900
2024,10/11/2024,12400,12850,14050,14150,14500,14900
2024,10/14/2024,12400,12850,14050,14150,14500,14900
2024,10/15/2024,12400,12850,13950,14150,14500,14900
2024,10/16/2024,12400,12850,13950,14150,14500,14900
2024,10/17/2024,12400,12850,13950,14150,14500,14900
2024,10/18/2024,12350,12850,13900,14150,14500,14850
2024,10/21/2024,12350,12850,13900,14150,14500,14850
2024,10/22/2024,12350,12850,13900,14150,14500,14850
2024,10/23/2024,12350,12850,13900,14150,14500,14850
2024,10/24/2024,12350,12850,13900,14150,14500,14850
2024,10/25/2024,12350,12850,13900,14150,14500,14850
2024,10/28/2024,12350,12850,13900,14150,14500,14850
2024,10/29/2024,12350,12850,13900,14150,14500,14850
2024,10/30/2024,12350,12850,13900,14150,14500,14850
2024,10/31/2024,12350,12850,13900,14150,14500,14850
2024,11/1/2024,12350,12850,13900,14150,14500,14850
2024,11/4/2024,12350,12850,13900,14150,14500,14850
2024,11/5/2024,12350,12850,13900,14150,14500,14850
2024,11/6/2024,12350,12850,13900,14150,14500,14850
2024,11/7/2024,12500,12850,13900,14250,14700,14950
2024,11/8/2024,12350,12850,13900,14150,14500,14850
2024,11/11/2024,12350,12850,13900,14150,14500,14850
2024,11/12/2024,12400,12850,13950,14150,14450,14900
2024,11/13/2024,12350,12850,13900,14150,14500,14850
2024,11/14/2024,12400,12850,13900,14100,14500,14850
2024,11/15/2024,12400,12850,13900,14100,14500,14850
2024,11/18/2024,12400,12750,13750,13950,14300,14750
2024,11/19/2024,12400,12750,13750,13950,14300,14750
2024,11/20/2024,12400,12750,13250,13950,14300,14750
2024,11/21/2024,12400,12750,13750,13950,14300,14750
2024,11/22/2024,12400,12750,13750,13950,14300,14700
2024,11/25/2024,12250,12750,13750,13850,14100,14600
2024,11/26/2024,12400,12750,13750,13950,14300,14750
2024,11/27/2024,13000,13450,13550,14150,14150,15000
2024,11/28/2024,12400,12750,13750,13950,14300,14750
2024,11/29/2024,12250,12750,13750,13850,14100,14600
2024,12/2/2024,12400,12750,13750,13950,14300,14700
2024,12/3/2024,12400,12750,13750,13950,14300,14750
2024,12/4/2024,12400,12750,13750,13950,14300,14750
2024,12/5/2024,12400,12750,13750,13950,14300,14750
2024,12/6/2024,12400,12750,13750,13950,14300,14750
2024,12/9/2024,12400,12750,13850,14050,14350,14750
2024,12/10/2024,12400,12750,13850,14050,14350,14750
2024,12/11/2024,12400,12750,13850,14050,14350,14750
2024,12/12/2024,12400,12750,13850,14050,14350,14750
2024,12/13/2024,12400,12750,13850,14050,14350,14750
2024,12/16/2024,12400,12750,13850,14050,14350,14750
2024,12/17/2024,12350,12750,13850,14050,14350,14750
2024,12/18/2024,12350,12750,13850,14050,14350,14750
2024,12/19/2024,12350,12750,13850,14050,14350,14800
2024,12/20/2024,12350,12750,13850,14050,14350,14800
2024,12/23/2024,12350,12750,13850,14050,14350,14800
2024,12/24/2024,12350,12750,13850,14050,14350,14800
2024,12/25/2024,12800,13400,13700,14050,14000,13850
2024,12/26/2024,12800,13400,13700,14050,14000,14700
2024,12/27/2024,12350,12750,13850,14050,14400,14800
2024,12/30/2024,12350,12750,13850,14050,14400,14750
2024,12/31/2024,12350,12750,13850,14050,14400,14800
