Tahun,Tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II
2021,12/16/2021,9750,10150,11150,11350,12200,12100
2021,12/17/2021,9650,10000,11250,11400,12200,12100
2021,12/20/2021,9700,10000,11200,11400,12200,12100
2021,12/21/2021,9700,10000,11200,11400,12200,12100
2021,12/22/2021,9700,10000,11200,11400,12200,12100
2021,12/23/2021,9700,10000,11200,11400,12200,12100
2021,12/24/2021,9700,10000,11200,11400,12200,12100
2021,12/27/2021,9750,10050,11200,11400,12200,12100
2021,12/28/2021,9750,10000,11200,11400,12200,12100
2021,12/29/2021,9750,10050,11200,11400,12200,12100
2021,12/30/2021,9750,10050,11200,11450,12200,12100
2021,12/31/2021,9750,10050,11250,11450,12250,12100
2022,1/3/2022,9750,10050,11250,11450,12250,12100
2022,1/4/2022,9750,10050,11250,11450,12250,12100
2022,1/5/2022,9750,10050,11250,11450,12250,12100
2022,1/6/2022,9750,10050,11250,11450,12250,12100
2022,1/7/2022,9750,10050,11250,11450,12250,12100
2022,1/10/2022,9750,10050,11250,11450,12250,12100
2022,1/11/2022,9750,10050,11250,11450,12250,12100
2022,1/12/2022,9750,10100,11250,11450,12250,12100
2022,1/13/2022,9800,10150,11300,11450,12300,12150
2022,1/14/2022,9800,10150,11300,11450,12300,12150
2022,1/17/2022,9800,10150,11300,11450,12300,12150
2022,1/18/2022,9800,10150,11300,11450,12300,12150
2022,1/19/2022,9800,10150,11300,11450,12300,12150
2022,1/20/2022,9800,10150,11300,11450,12300,12150
2022,1/21/2022,9800,10150,11300,11450,12300,12150
2022,1/24/2022,9800,10150,11300,11450,12300,12150
2022,1/25/2022,9800,10150,11300,11450,12300,12150
2022,1/26/2022,9800,10150,11300,11450,12300,12150
2022,1/27/2022,9850,10150,11300,11450,12300,12200
2022,1/28/2022,9850,10150,11300,11450,12300,12200
2022,1/31/2022,9850,10200,11300,11450,12300,12200
2022,2/2/2022,9850,10200,11300,11450,12300,12200
2022,2/3/2022,9850,10200,11300,11450,12300,12250
2022,2/4/2022,9850,10200,11300,11450,12300,12250
2022,2/7/2022,9850,10200,11300,11450,12300,12250
2022,2/8/2022,9850,10200,11300,11450,12300,12250
2022,2/9/2022,9850,10200,11300,11450,12300,12250
2022,2/10/2022,9850,10200,11300,11450,12300,12250
2022,2/11/2022,9850,10200,11300,11450,12300,12250
2022,2/14/2022,9850,10200,11300,11450,12300,12250
2022,2/15/2022,9850,10200,11300,11450,12300,12250
2022,2/16/2022,9850,10200,11300,11450,12300,12250
2022,2/17/2022,9850,10200,11300,11450,12300,12250
2022,2/18/2022,9850,10200,11300,11450,12300,12250
2022,2/21/2022,9850,10200,11300,11450,12300,12250
2022,2/22/2022,9850,10200,11300,11450,12300,12250
2022,2/23/2022,9850,10200,11300,11450,12300,12250
2022,2/24/2022,9850,10200,11300,11450,12300,12250
2022,2/25/2022,9850,10200,11300,11450,12300,12250
2022,3/1/2022,9850,10200,11300,11450,12300,12250
2022,3/2/2022,9850,10200,11300,11500,12300,12250
2022,3/4/2022,9850,10200,11300,11500,12300,12250
2022,3/7/2022,9850,10200,11300,11500,12300,12250
2022,3/8/2022,9800,10200,11300,11450,12300,12300
2022,3/9/2022,9800,10200,11300,11450,12300,12300
2022,3/10/2022,9800,10200,11300,11450,12300,12300
2022,3/11/2022,9800,10200,11300,11450,12300,12300
2022,3/14/2022,9800,10200,11300,11450,12300,12300
2022,3/15/2022,9800,10200,11300,11450,12300,12300
2022,3/16/2022,9800,10200,11300,11450,12300,12300
2022,3/17/2022,9800,10200,11300,11500,12300,12300
2022,3/18/2022,9800,10200,11300,11500,12300,12300
2022,3/21/2022,9800,10200,11300,11500,12300,12350
2022,3/22/2022,9800,10200,11300,11500,12300,12350
2022,3/23/2022,9800,10200,11300,11500,12300,12350
2022,3/24/2022,9800,10200,11300,11500,12300,12350
2022,3/25/2022,9800,10200,11300,11500,12300,12350
2022,3/28/2022,9800,10200,11300,11500,12300,12350
2022,3/29/2022,9800,10200,11300,11500,12300,12350
2022,3/30/2022,9800,10200,11300,11500,12300,12350
2022,3/31/2022,9800,10200,11300,11550,12300,12350
2022,4/1/2022,9800,10200,11300,11550,12300,12350
2022,4/4/2022,9800,10200,11300,11550,12300,12300
2022,4/5/2022,9800,10200,11300,11550,12300,12300
2022,4/6/2022,9800,10200,11300,11550,12300,12300
2022,4/7/2022,9800,10200,11300,11500,12300,12300
2022,4/8/2022,9800,10200,11300,11500,12300,12300
2022,4/11/2022,9800,10200,11300,11500,12300,12300
2022,4/12/2022,9800,10200,11300,11500,12300,12300
2022,4/13/2022,9800,10200,11300,11500,12300,12300
2022,4/14/2022,9800,10200,11300,11500,12300,12300
2022,4/18/2022,9800,10200,11300,11500,12300,12300
2022,4/19/2022,9800,10200,11300,11500,12300,12300
2022,4/20/2022,9800,10200,11300,11500,12350,12250
2022,4/21/2022,9800,10200,11300,11550,12350,12250
2022,4/22/2022,9800,10200,11300,11550,12350,12250
2022,4/25/2022,9800,10200,11300,11550,12350,12250
2022,4/26/2022,9800,10200,11300,11550,12350,12250
2022,4/27/2022,9800,10200,11300,11550,12350,12250
2022,4/28/2022,9800,10250,11300,11550,12350,12300
2022,5/9/2022,9800,10200,11300,11550,12300,12250
2022,5/10/2022,9800,10200,11300,11550,12300,12250
2022,5/11/2022,9800,10200,11300,11550,12300,12300
2022,5/12/2022,9800,10200,11300,11550,12300,12300
2022,5/13/2022,9800,10200,11300,11550,12300,12300
2022,5/17/2022,9800,10200,11300,11550,12300,12300
2022,5/18/2022,9800,10200,11300,11550,12300,12300
2022,5/19/2022,9800,10200,11300,11550,12300,12300
2022,5/20/2022,9800,10200,11300,11550,12300,12300
2022,5/23/2022,9800,10200,11300,11550,12300,12300
2022,5/24/2022,9800,10200,11300,11550,12300,12300
2022,5/25/2022,9800,10200,11300,11550,12300,12300
2022,5/27/2022,9800,10200,11300,11550,12300,12300
2022,5/30/2022,9800,10200,11300,11550,12300,12300
2022,5/31/2022,9800,10200,11300,11550,12300,12300
2022,6/2/2022,9800,10200,11300,11550,12300,12300
2022,6/3/2022,9800,10200,11300,11550,12300,12300
2022,6/6/2022,9800,10200,11300,11550,12300,12300
2022,6/7/2022,9800,10200,11300,11550,12300,12300
2022,6/8/2022,9800,10200,11300,11550,12300,12300
2022,6/9/2022,9800,10200,11300,11550,12300,12300
2022,6/10/2022,9800,10200,11300,11550,12300,12300
2022,6/13/2022,9800,10200,11300,11550,12300,12300
2022,6/14/2022,9800,10200,11300,11550,12300,12250
2022,6/15/2022,9800,10200,11300,11550,12300,12250
2022,6/16/2022,9800,10200,11300,11550,12300,12250
2022,6/17/2022,9800,10200,11300,11550,12300,12250
2022,6/20/2022,9800,10200,11300,11550,12300,12250
2022,6/21/2022,9800,10200,11300,11550,12300,12250
2022,6/22/2022,9800,10200,11300,11550,12300,12250
2022,6/23/2022,9800,10200,11300,11500,12300,12250
2022,6/24/2022,9800,10200,11300,11500,12300,12250
2022,6/27/2022,9850,10250,11350,11450,12250,12100
2022,6/28/2022,9850,10250,11350,11450,12250,12100
2022,6/29/2022,9900,10250,11350,11450,12250,12150
2022,6/30/2022,9900,10250,11350,11450,12250,12150
2022,7/1/2022,9900,10250,11350,11450,12250,12150
2022,7/4/2022,9900,10250,11350,11450,12250,12150
2022,7/5/2022,9900,10250,11350,11450,12250,12150
2022,7/6/2022,9900,10250,11350,11450,12250,12150
2022,7/7/2022,9900,10250,11350,11450,12250,12150
2022,7/8/2022,9900,10250,11350,11450,12250,12150
2022,7/11/2022,9900,10250,11350,11450,12250,12150
2022,7/12/2022,9900,10250,11350,11450,12250,12150
2022,7/13/2022,9900,10250,11350,11450,12250,12150
2022,7/14/2022,9900,10250,11350,11450,12250,12150
2022,7/15/2022,9900,10250,11350,11450,12250,12150
2022,7/18/2022,9900,10250,11350,11450,12250,12150
2022,7/19/2022,9900,10250,11350,11450,12250,12150
2022,7/20/2022,10000,10150,11150,11450,12050,12400
2022,7/21/2022,9900,10250,11350,11450,12250,12150
2022,7/22/2022,9850,10250,11350,11500,12250,12150
2022,7/25/2022,9850,10250,11350,11500,12250,12150
2022,7/26/2022,9850,10250,11350,11500,12250,12150
2022,7/27/2022,9850,10250,11350,11500,12250,12150
2022,7/28/2022,9850,10250,11350,11500,12250,12150
2022,7/29/2022,9850,10250,11350,11500,12250,12150
2022,8/1/2022,9850,10300,11350,11500,12250,12200
2022,8/2/2022,9850,10300,11350,11500,12250,12200
2022,8/3/2022,9850,10350,11350,11500,12250,12200
2022,8/4/2022,9900,10350,11350,11550,12250,12200
2022,8/5/2022,9900,10350,11350,11550,12250,12200
2022,8/8/2022,9900,10400,11400,11550,12250,12250
2022,8/9/2022,9900,10400,11400,11550,12250,12250
2022,8/10/2022,9900,10400,11400,11550,12250,12250
2022,8/11/2022,9900,10400,11400,11550,12300,12250
2022,8/12/2022,9900,10400,11400,11550,12300,12250
2022,8/15/2022,9900,10400,11400,11550,12300,12250
2022,8/16/2022,9900,10400,11400,11550,12300,12300
2022,8/18/2022,9900,10400,11400,11550,12300,12300
2022,8/19/2022,9900,10400,11400,11550,12300,12300
2022,8/22/2022,9900,10400,11400,11550,12300,12400
2022,8/23/2022,9900,10400,11400,11550,12300,12400
2022,8/24/2022,9900,10400,11400,11550,12300,12400
2022,8/25/2022,9900,10400,11400,11550,12300,12400
2022,8/26/2022,9900,10400,11400,11550,12300,12400
2022,8/29/2022,9950,10500,11400,11600,12300,12400
2022,8/30/2022,9950,10550,11450,11600,12350,12500
2022,8/31/2022,9950,10550,11450,11600,12350,12500
2022,9/1/2022,9950,10550,11450,11600,12350,12500
2022,9/2/2022,9950,10550,11450,11600,12350,12500
2022,9/5/2022,10050,10650,11600,11650,12450,12500
2022,9/6/2022,10050,10650,11600,11650,12450,12500
2022,9/7/2022,10050,10700,11600,11650,12450,12500
2022,9/8/2022,10050,10700,11600,11650,12450,12600
2022,9/9/2022,10050,10700,11600,11650,12450,12650
2022,9/12/2022,10100,10750,11700,11750,12500,12700
2022,9/13/2022,10100,10750,11700,11750,12500,12700
2022,9/14/2022,10100,10750,11700,11750,12500,12700
2022,9/15/2022,10100,10750,11700,11750,12500,12700
2022,9/16/2022,10100,10750,11700,11750,12500,12700
2022,9/19/2022,10050,10750,11750,11750,12500,12700
2022,9/20/2022,10100,10800,11800,11800,12550,12800
2022,9/21/2022,10100,10800,11800,11800,12550,12800
2022,9/22/2022,10100,10800,11800,11800,12550,12800
2022,9/23/2022,10100,10800,11800,11800,12550,12800
2022,9/26/2022,10100,10800,11800,11850,12550,12750
2022,9/27/2022,10100,10800,11800,11850,12550,12750
2022,9/28/2022,10100,10800,11800,11850,12550,12750
2022,9/29/2022,10100,10800,11800,11850,12550,12750
2022,9/30/2022,10100,10800,11800,11850,12550,12750
2022,10/3/2022,10300,10850,11800,11900,12550,12700
2022,10/4/2022,10250,10800,11800,11850,12550,12700
2022,10/5/2022,10250,10800,11800,11850,12550,12700
2022,10/6/2022,10300,10800,11800,11850,12550,12700
2022,10/7/2022,10250,10800,11800,11900,12550,12700
2022,10/10/2022,10300,10850,11850,11950,12650,12750
2022,10/11/2022,10300,10850,11850,11950,12650,12750
2022,10/12/2022,10300,10850,11850,11950,12650,12750
2022,10/13/2022,10300,10850,11850,11950,12650,12750
2022,10/14/2022,10300,10850,11850,11950,12650,12750
2022,10/17/2022,10250,10800,11750,11950,12600,12700
2022,10/18/2022,10250,10800,11750,11950,12600,12700
2022,10/19/2022,10250,10800,11750,11950,12600,12700
2022,10/20/2022,10250,10800,11750,11950,12600,12700
2022,10/21/2022,10250,10800,11750,11950,12600,12700
2022,10/24/2022,10250,10800,11750,11950,12600,12700
2022,10/25/2022,10250,10800,11750,11950,12600,12700
2022,10/26/2022,10250,10800,11750,11950,12600,12700
2022,10/27/2022,10250,10800,11750,11950,12600,12700
2022,10/28/2022,10250,10800,11750,11950,12600,12700
2022,10/31/2022,10250,10750,11750,11950,12600,12700
2022,11/1/2022,10250,10750,11750,11950,12600,12700
2022,11/2/2022,10250,10750,11750,11950,12600,12700
2022,11/3/2022,10250,10750,11750,11950,12600,12700
2022,11/4/2022,10250,10750,11750,11950,12600,12700
2022,11/7/2022,10300,10800,11800,12000,12700,12750
2022,11/8/2022,10300,10800,11800,12000,12700,12750
2022,11/9/2022,10300,10800,11800,12000,12700,12750
2022,11/10/2022,10300,10800,11800,12000,12700,12750
2022,11/11/2022,10300,10800,11800,12000,12700,12750
2022,11/14/2022,10300,10850,11900,12000,12650,12750
2022,11/15/2022,10300,10850,11900,12000,12650,12750
2022,11/16/2022,10300,10850,11900,12000,12650,12750
2022,11/17/2022,10300,10850,11900,12000,12650,12750
2022,11/18/2022,10300,10850,11900,12000,12650,12750
2022,11/21/2022,10300,10850,11900,12000,12650,12750
2022,11/22/2022,10300,10850,11900,12000,12650,12750
2022,11/23/2022,10300,10850,11900,12000,12650,12750
2022,11/24/2022,10300,10850,11900,12000,12650,12750
2022,11/25/2022,10300,10850,11900,12000,12650,12750
2022,11/28/2022,10300,10850,11900,12000,12650,12750
2022,11/29/2022,10300,10850,11900,12000,12600,12750
2022,11/30/2022,10300,10850,11900,12000,12600,12750
2022,12/1/2022,10300,10850,11900,12000,12600,12750
2022,12/2/2022,10300,10850,11900,12000,12600,12750
2022,12/5/2022,10300,10850,11900,12000,12600,12750
2022,12/6/2022,10300,10850,11900,12000,12600,12750
2022,12/7/2022,10300,10850,11900,12000,12600,12750
2022,12/8/2022,10300,10900,11950,12000,12600,12800
2022,12/9/2022,10300,10900,11950,12000,12600,12800
2022,12/12/2022,10350,10950,11950,12050,12650,12800
2022,12/13/2022,10350,10950,11950,12050,12650,12800
2022,12/14/2022,10350,11000,12000,12100,12700,12850
2022,12/15/2022,10350,11000,12000,12100,12700,12850
2022,12/16/2022,10350,11000,12000,12100,12700,12850
2022,12/19/2022,10400,11050,12050,12100,12700,12900
2022,12/20/2022,10400,11050,12000,12100,12750,12900
2022,12/21/2022,10450,11100,12050,12150,12800,12950
2022,12/22/2022,10650,11000,11850,12200,12700,13100
2022,12/23/2022,10450,11100,12050,12150,12800,12950
2022,12/26/2022,10450,11100,12050,12150,12800,12950
2022,12/27/2022,10450,11100,12050,12150,12800,12950
2022,12/28/2022,10500,11100,12050,12150,12800,12950
2022,12/29/2022,10500,11100,12050,12150,12800,12950
2022,12/30/2022,10500,11100,12050,12150,12800,12950
2023,1/2/2023,10450,11100,12050,12150,12800,12950
2023,1/3/2023,10450,11100,12050,12150,12800,12950
2023,1/4/2023,10450,11100,12050,12150,12800,12950
2023,1/5/2023,10450,11100,12050,12150,12800,12950
2023,1/6/2023,10500,11100,12050,12150,12800,12950
2023,1/9/2023,10500,11150,12100,12200,12800,13050
2023,1/10/2023,10550,11150,12100,12250,12850,13050
2023,1/11/2023,10550,11150,12100,12250,12850,13050
2023,1/12/2023,10600,11200,12100,12250,12850,13050
2023,1/13/2023,10600,11200,12100,12250,12850,13050
2023,1/16/2023,10700,11400,12250,12450,13050,13300
2023,1/17/2023,10800,11600,12400,12600,13200,13450
2023,1/18/2023,10800,11600,12400,12600,13200,13450
2023,1/19/2023,10800,11600,12450,12600,13200,13500
2023,1/20/2023,10900,11650,12450,12700,13200,13500
2023,1/23/2023,10900,11650,12450,12700,13200,13500
2023,1/24/2023,10950,11700,12450,12750,13300,13550
2023,1/25/2023,11000,11750,12550,12800,13350,13650
2023,1/26/2023,11000,11800,12550,12800,13400,13650
2023,1/27/2023,11050,11800,12550,12850,13400,13650
2023,1/30/2023,11100,11900,12700,12950,13400,13650
2023,1/31/2023,11200,12050,12750,13000,13450,13750
2023,2/1/2023,11200,12050,12750,13000,13450,13750
2023,2/2/2023,11200,12050,12750,13000,13450,13750
2023,2/3/2023,11200,12050,12750,13000,13450,13750
2023,2/6/2023,11200,12050,12750,13000,13450,13700
2023,2/7/2023,11100,11950,12750,13000,13450,13700
2023,2/8/2023,11050,11900,12750,13000,13450,13700
2023,2/9/2023,11050,11900,12750,13000,13450,13700
2023,2/10/2023,11050,11900,12800,13000,13450,13700
2023,2/13/2023,11150,12050,12850,13100,13550,13800
2023,2/14/2023,11150,12050,12850,13100,13550,13800
2023,2/15/2023,11150,12050,12850,13100,13550,13800
2023,2/16/2023,11150,12050,12850,13100,13550,13800
2023,2/17/2023,11150,12050,12850,13100,13550,13800
2023,2/20/2023,11150,12050,12850,13100,13550,13800
2023,2/21/2023,11150,12000,12850,13100,13550,13800
2023,2/22/2023,11150,12000,12850,13100,13550,13800
2023,2/23/2023,11150,12000,12850,13100,13550,13800
2023,2/24/2023,11150,12000,12850,13100,13550,13800
2023,2/27/2023,10950,11750,12650,12950,13500,13800
2023,2/28/2023,10950,11750,12650,12950,13500,13800
2023,3/1/2023,10950,11750,12650,12950,13500,13800
2023,3/2/2023,10950,11750,12650,12950,13500,13800
2023,3/3/2023,10950,11750,12650,12950,13500,13750
2023,3/6/2023,10950,11750,12650,12950,13500,13750
2023,3/7/2023,10950,11750,12650,12950,13450,13750
2023,3/8/2023,10950,11750,12650,12950,13450,13750
2023,3/9/2023,10950,11700,12650,12950,13400,13700
2023,3/10/2023,10950,11700,12650,12950,13400,13700
2023,3/13/2023,10900,11700,12650,12950,13400,13700
2023,3/14/2023,10900,11700,12650,12950,13400,13700
2023,3/15/2023,10950,11750,12600,12950,13400,13700
2023,3/16/2023,10950,11750,12600,12950,13400,13700
2023,3/17/2023,10950,11750,12600,12950,13400,13700
2023,3/20/2023,10950,11750,12600,12900,13400,13700
2023,3/21/2023,10950,11750,12600,12900,13400,13700
2023,3/22/2023,10950,11750,12600,12900,13400,13700
2023,3/23/2023,10950,11750,12600,12900,13400,13700
2023,3/24/2023,10950,11750,12600,12900,13400,13700
2023,3/27/2023,10950,11750,12600,12900,13400,13700
2023,3/28/2023,10950,11750,12600,12900,13400,13700
2023,3/29/2023,11000,11750,12600,12900,13400,13700
2023,3/30/2023,11000,11750,12600,12900,13400,13700
2023,3/31/2023,11000,11750,12600,12900,13400,13700
2023,4/3/2023,11000,11750,12600,12900,13400,13700
2023,4/4/2023,11000,11750,12600,12900,13400,13700
2023,4/5/2023,11000,11750,12600,12900,13400,13700
2023,4/6/2023,11000,11700,12600,12900,13400,13700
2023,4/7/2023,11100,12100,12650,13150,13400,13850
2023,4/10/2023,11000,11700,12600,12900,13400,13700
2023,4/11/2023,11000,11700,12600,12900,13400,13700
2023,4/12/2023,11000,11700,12600,12900,13400,13700
2023,4/13/2023,11000,11700,12600,12900,13400,13700
2023,4/14/2023,11000,11700,12600,12900,13400,13700
2023,4/17/2023,10950,11700,12600,12900,13400,13700
2023,4/18/2023,10950,11700,12600,12900,13400,13800
2023,4/19/2023,11250,11600,12500,13100,13450,13950
2023,4/20/2023,11250,11600,12500,13100,13450,13950
2023,4/21/2023,11450,12100,12500,13450,13350,14200
2023,4/24/2023,11250,11600,12500,13100,13450,13950
2023,4/25/2023,11250,11600,12500,13100,13450,13950
2023,4/26/2023,10950,11700,12600,12900,13400,13800
2023,4/27/2023,11000,11750,12650,12950,13400,13800
2023,4/28/2023,11000,11750,12650,12950,13400,13800
2023,5/1/2023,11550,12150,12500,13450,13350,14200
2023,5/2/2023,11050,11800,12700,13000,13450,13750
2023,5/3/2023,11050,11800,12700,13000,13450,13750
2023,5/4/2023,11050,11800,12700,13000,13450,13750
2023,5/5/2023,11050,11800,12700,13000,13450,13750
2023,5/8/2023,11000,11750,12650,12950,13400,13800
2023,5/9/2023,11000,11750,12650,12950,13400,13800
2023,5/10/2023,11000,11750,12650,12950,13400,13800
2023,5/11/2023,11000,11750,12650,12950,13400,13800
2023,5/12/2023,11000,11750,12650,12950,13400,13800
2023,5/15/2023,11000,11750,12650,12950,13400,13800
2023,5/16/2023,11000,11750,12650,12950,13400,13800
2023,5/17/2023,11000,11750,12650,12950,13400,13800
2023,5/18/2023,11000,11750,12650,12950,13400,13800
2023,5/19/2023,11050,11750,12650,12900,13450,13850
2023,5/22/2023,11050,11800,12650,12950,13450,13900
2023,5/23/2023,11050,11800,12650,12950,13450,13900
2023,5/24/2023,11150,11750,12600,12950,13500,13800
2023,5/25/2023,11150,11750,12600,12950,13500,13800
2023,5/26/2023,11150,11750,12600,12950,13500,13800
2023,5/29/2023,11150,11750,12600,12950,13500,13800
2023,5/30/2023,11150,11750,12600,12950,13500,13800
2023,5/31/2023,11150,11750,12600,12950,13500,13800
2023,6/1/2023,11350,11700,12550,13100,13500,14050
2023,6/2/2023,11350,11700,12550,13100,13500,14050
2023,6/5/2023,11200,11750,12650,13000,13450,13750
2023,6/6/2023,11150,11750,12600,12950,13450,13700
2023,6/7/2023,11150,11750,12600,12950,13450,13700
2023,6/8/2023,11150,11750,12600,12950,13450,13700
2023,6/9/2023,11150,11750,12600,12950,13450,13700
2023,6/12/2023,11100,11750,12600,13000,13450,13700
2023,6/13/2023,11100,11750,12600,12950,13450,13700
2023,6/14/2023,11100,11750,12600,12950,13450,13700
2023,6/15/2023,11100,11750,12600,12950,13450,13700
2023,6/16/2023,11100,11750,12600,12950,13450,13700
2023,6/19/2023,11100,11750,12600,12950,13450,13700
2023,6/20/2023,11100,11750,12600,12950,13450,13700
2023,6/21/2023,11100,11750,12600,12950,13450,13700
2023,6/22/2023,11100,11750,12600,12950,13450,13700
2023,6/23/2023,11100,11750,12600,12950,13450,13700
2023,6/26/2023,11100,11750,12600,12950,13450,13700
2023,6/27/2023,11100,11750,12600,12950,13450,13700
2023,6/28/2023,11250,11700,12550,13100,13450,13850
2023,6/29/2023,11250,11700,12550,13100,13450,13850
2023,6/30/2023,11250,11700,12550,13100,13450,13850
2023,7/3/2023,11100,11750,12600,12950,13450,13700
2023,7/4/2023,11100,11750,12600,12950,13450,13700
2023,7/5/2023,11100,11750,12600,12950,13450,13700
2023,7/6/2023,11100,11750,12600,12950,13450,13700
2023,7/7/2023,11100,11750,12600,12950,13450,13700
2023,7/10/2023,11100,11750,12600,12950,13450,13700
2023,7/11/2023,11100,11750,12600,12950,13450,13700
2023,7/12/2023,11100,11750,12600,12950,13450,13700
2023,7/13/2023,11100,11750,12600,12950,13450,13700
2023,7/14/2023,11000,11750,12650,12950,13450,13700
2023,7/17/2023,11000,11750,12650,12950,13450,13700
2023,7/18/2023,11000,11750,12650,12950,13450,13700
2023,7/19/2023,11350,12150,12600,13450,13350,14150
2023,7/20/2023,11000,11750,12650,12950,13450,13750
2023,7/21/2023,11000,11750,12650,12950,13450,13750
2023,7/24/2023,11050,11750,12700,13000,13450,13750
2023,7/25/2023,11050,11750,12700,13000,13450,13750
2023,7/26/2023,11050,11750,12700,13000,13450,13750
2023,7/27/2023,11050,11700,12650,12950,13400,13700
2023,7/28/2023,11050,11700,12650,12950,13400,13700
2023,7/31/2023,11050,11750,12650,12950,13400,13700
2023,8/1/2023,11050,11750,12650,12950,13400,13700
2023,8/2/2023,11050,11750,12650,12950,13400,13700
2023,8/3/2023,11050,11750,12650,12950,13400,13700
2023,8/4/2023,11050,11750,12650,12950,13400,13700
2023,8/7/2023,11050,11750,12650,12950,13400,13700
2023,8/8/2023,11100,11750,12650,12950,13450,13750
2023,8/9/2023,11100,11750,12700,13000,13450,13800
2023,8/10/2023,11100,11750,12700,13000,13450,13800
2023,8/11/2023,11100,11750,12700,13000,13450,13800
2023,8/14/2023,11100,11750,12700,13000,13450,13800
2023,8/15/2023,11100,11750,12700,13000,13450,13800
2023,8/16/2023,11150,11800,12700,13050,13500,13800
2023,8/17/2023,11150,11650,12600,13100,13400,13900
2023,8/18/2023,11150,11800,12750,13050,13600,13850
2023,8/21/2023,11200,11850,12800,13050,13600,13850
2023,8/22/2023,11200,11850,12800,13050,13600,13850
2023,8/23/2023,11200,11900,12800,13050,13600,13850
2023,8/24/2023,11200,11900,15800,13050,13600,13850
2023,8/25/2023,11200,11900,12700,13050,13600,13850
2023,8/28/2023,11300,11950,12850,13150,13650,13950
2023,8/29/2023,11300,11950,12850,13150,13650,13950
2023,8/30/2023,11450,12000,12900,13150,13650,13950
2023,8/31/2023,11450,12000,13000,13250,13700,14000
2023,9/1/2023,11450,12000,13000,13250,13750,14000
2023,9/4/2023,11500,12100,13000,13250,13750,14050
2023,9/5/2023,11500,12100,13000,13250,13750,14050
2023,9/6/2023,11500,12100,13000,13250,13750,14050
2023,9/7/2023,11500,12100,13000,13300,13800,14100
2023,9/8/2023,11500,12100,13050,13300,13800,14100
2023,9/11/2023,11500,12100,13050,13300,13850,14200
2023,9/12/2023,11650,12300,13200,13450,14000,14400
2023,9/13/2023,11650,12300,13200,13450,14000,14400
2023,9/14/2023,11650,12300,13200,13450,14000,14400
2023,9/15/2023,11650,12300,13250,13500,14000,14400
2023,9/18/2023,11650,12300,13250,13500,14000,14400
2023,9/19/2023,11700,12300,13300,13550,14050,14450
2023,9/20/2023,11700,12300,13300,13550,14000,14450
2023,9/21/2023,11650,12250,13250,13550,13950,14400
2023,9/22/2023,11700,12350,13300,13550,14000,14400
2023,9/25/2023,11700,12350,13300,13550,14000,14400
2023,9/26/2023,11700,12350,13300,13550,14000,14400
2023,9/27/2023,11700,12350,13300,13550,13950,14350
2023,9/28/2023,11750,12150,13300,13700,14000,14550
2023,9/29/2023,11700,12350,13300,13550,13950,14350
2023,10/2/2023,11800,12450,13350,13600,14000,14400
2023,10/3/2023,11800,12450,13350,13550,14000,14400
2023,10/4/2023,11800,12450,13350,13550,14000,14400
2023,10/5/2023,11800,12450,13350,13550,14000,14400
2023,10/6/2023,11800,12450,13350,13550,14000,14400
2023,10/9/2023,11750,12450,13350,13550,14000,14500
2023,10/10/2023,11750,12450,13350,13550,14000,14500
2023,10/11/2023,11750,12450,13350,13550,14000,14500
2023,10/12/2023,11750,12450,13350,13550,14000,14500
2023,10/13/2023,11750,12450,13350,13550,14000,14500
2023,10/16/2023,11750,12450,13350,13550,14000,14500
2023,10/17/2023,11750,12450,13350,13550,14000,14500
2023,10/18/2023,11750,12450,13400,13650,14050,14400
2023,10/19/2023,11750,12450,13400,13650,14050,14400
2023,10/20/2023,11750,12450,13400,13650,14050,14400
2023,10/23/2023,11750,12450,13400,13650,14050,14400
2023,10/24/2023,11750,12450,13400,13650,14050,14400
2023,10/25/2023,11750,12450,13400,13650,14050,14400
2023,10/26/2023,11850,12550,13450,13650,14100,14400
2023,10/27/2023,11850,12550,13450,13650,14100,14400
2023,10/30/2023,11850,12550,13450,13650,14100,14400
2023,10/31/2023,11850,12550,13450,13650,14100,14400
2023,11/1/2023,11850,12550,13450,13650,14100,14400
2023,11/2/2023,11850,12550,13450,13650,14100,14400
2023,11/3/2023,11850,12550,13450,13650,14100,14400
2023,11/6/2023,11850,12550,13450,13650,14100,14400
2023,11/7/2023,11850,12550,13450,13650,14100,14400
2023,11/8/2023,11850,12550,13450,13650,14100,14400
2023,11/9/2023,11850,12550,13450,13650,14100,14400
2023,11/10/2023,11850,12550,13450,13650,14100,14400
2023,11/13/2023,11850,12550,13450,13650,14100,14400
2023,11/14/2023,11850,12550,13450,13650,14100,14400
2023,11/15/2023,11850,12550,13450,13650,14100,14400
2023,11/16/2023,11850,12550,13450,13650,14100,14400
2023,11/17/2023,11850,12550,13450,13650,14100,14400
2023,11/20/2023,11850,12550,13450,13650,14100,14400
2023,11/21/2023,11850,12550,13450,13650,14100,14400
2023,11/22/2023,11850,12550,13450,13650,14100,14400
2023,11/23/2023,11850,12550,13450,13650,14100,14400
2023,11/24/2023,11850,12550,13450,13650,14100,14400
2023,11/27/2023,11850,12550,13450,13650,14100,14400
2023,11/28/2023,11850,12550,13450,13650,14100,14400
2023,11/29/2023,11850,12550,13450,13650,14100,14400
